"nrounds","max_depth","eta","gamma","min_child_weight","subsample","colsample_bytree","scale_pos_weight","Accuracy"
50,3,0.1,0,1,0.8,0.8,0.75,0.603333333333333
200,3,0.05,0,3,0.4,1,0.75,0.603333333333333
200,3,0.05,0,5,0.4,1,0.75,0.603333333333333
150,3,0.05,0,5,0.8,1,0.75,0.603333333333333
250,6,0.05,0,5,0.8,1,0.75,0.603333333333333
200,3,0.1,0,5,0.8,1,0.75,0.603333333333333
250,3,0.05,0.25,1,0.4,0.6,0.75,0.603333333333333
200,6,0.01,0.25,3,0.4,0.6,0.75,0.603333333333333
50,6,0.05,0.25,5,0.4,0.6,0.75,0.603333333333333
250,6,0.01,0.25,3,0.8,0.6,0.75,0.603333333333333
250,6,0.01,0.25,1,0.8,0.8,0.75,0.603333333333333
200,3,0.05,0.25,1,0.8,0.8,0.75,0.603333333333333
200,6,0.05,0.25,1,0.8,0.8,0.75,0.603333333333333
50,3,0.1,0.25,1,0.8,0.8,0.75,0.603333333333333
150,3,0.1,0.25,3,0.8,0.8,0.75,0.603333333333333
150,6,0.01,0.25,5,0.4,1,0.75,0.603333333333333
200,3,0.05,0.25,5,0.4,1,0.75,0.603333333333333
250,3,0.1,0.25,1,0.8,1,0.75,0.603333333333333
50,6,0.05,0.25,3,0.8,1,0.75,0.603333333333333
150,6,0.1,0.25,3,0.8,1,0.75,0.603333333333333
150,3,0.05,0.25,5,0.8,1,0.75,0.603333333333333
200,3,0.1,0.25,5,0.8,1,0.75,0.603333333333333
50,6,0.05,1,1,0.4,0.6,0.75,0.603333333333333
250,3,0.01,1,3,0.4,0.6,0.75,0.603333333333333
200,3,0.01,1,5,0.4,0.6,0.75,0.603333333333333
250,3,0.05,1,5,0.4,0.6,0.75,0.603333333333333
250,6,0.05,1,5,0.4,0.6,0.75,0.603333333333333
200,6,0.01,1,1,0.4,0.8,0.75,0.603333333333333
250,3,0.05,1,3,0.4,0.8,0.75,0.603333333333333
250,3,0.05,1,5,0.4,0.8,0.75,0.603333333333333
150,3,0.1,1,1,0.8,0.8,0.75,0.603333333333333
200,6,0.01,1,1,0.4,1,0.75,0.603333333333333
150,3,0.05,1,3,0.8,1,0.75,0.603333333333333
150,3,0.05,0,1,0.4,0.6,1,0.603333333333333
200,3,0.05,0,1,0.4,0.6,1,0.603333333333333
150,6,0.01,0,1,0.8,0.6,1,0.603333333333333
150,3,0.01,0,3,0.8,0.6,1,0.603333333333333
150,3,0.01,0,3,0.4,0.8,1,0.603333333333333
200,3,0.01,0,3,0.4,0.8,1,0.603333333333333
150,3,0.01,0,5,0.4,0.8,1,0.603333333333333
200,6,0.01,0,1,0.8,0.8,1,0.603333333333333
50,3,0.1,0,5,0.8,0.8,1,0.603333333333333
150,3,0.01,0,1,0.4,1,1,0.603333333333333
250,3,0.01,0,1,0.4,1,1,0.603333333333333
50,3,0.05,0,1,0.4,1,1,0.603333333333333
150,3,0.1,0,1,0.4,1,1,0.603333333333333
150,6,0.05,0,1,0.8,1,1,0.603333333333333
250,6,0.1,0,1,0.8,1,1,0.603333333333333
200,6,0.05,0,5,0.8,1,1,0.603333333333333
150,3,0.01,0.25,3,0.8,0.6,1,0.603333333333333
150,3,0.05,0.25,1,0.4,0.8,1,0.603333333333333
200,3,0.05,0.25,1,0.4,0.8,1,0.603333333333333
250,3,0.05,0.25,1,0.4,0.8,1,0.603333333333333
150,3,0.01,0.25,3,0.4,0.8,1,0.603333333333333
200,3,0.01,0.25,3,0.4,0.8,1,0.603333333333333
150,3,0.1,0.25,3,0.4,0.8,1,0.603333333333333
150,3,0.01,0.25,5,0.4,0.8,1,0.603333333333333
50,3,0.1,0.25,5,0.8,0.8,1,0.603333333333333
150,3,0.01,0.25,1,0.4,1,1,0.603333333333333
250,3,0.01,0.25,1,0.4,1,1,0.603333333333333
50,3,0.05,0.25,1,0.4,1,1,0.603333333333333
250,3,0.05,0.25,1,0.4,1,1,0.603333333333333
250,6,0.05,0.25,3,0.4,1,1,0.603333333333333
200,6,0.1,0.25,5,0.4,1,1,0.603333333333333
50,6,0.01,0.25,3,0.8,1,1,0.603333333333333
150,6,0.01,0.25,5,0.8,1,1,0.603333333333333
200,6,0.1,1,1,0.4,0.6,1,0.603333333333333
250,6,0.05,1,3,0.4,0.6,1,0.603333333333333
200,3,0.1,1,5,0.4,0.6,1,0.603333333333333
150,3,0.01,1,3,0.8,0.6,1,0.603333333333333
200,3,0.05,1,1,0.4,0.8,1,0.603333333333333
50,6,0.05,1,1,0.4,0.8,1,0.603333333333333
200,3,0.01,1,3,0.4,0.8,1,0.603333333333333
150,3,0.01,1,5,0.4,0.8,1,0.603333333333333
250,3,0.1,1,1,0.8,0.8,1,0.603333333333333
50,3,0.1,1,5,0.8,0.8,1,0.603333333333333
150,3,0.01,1,1,0.4,1,1,0.603333333333333
50,3,0.05,1,1,0.4,1,1,0.603333333333333
250,3,0.1,1,1,0.4,1,1,0.603333333333333
150,6,0.1,1,3,0.4,1,1,0.603333333333333
200,3,0.05,1,5,0.4,1,1,0.603333333333333
250,3,0.05,1,5,0.4,1,1,0.603333333333333
250,3,0.1,1,1,0.8,1,1,0.603333333333333
150,6,0.01,1,5,0.8,1,1,0.603333333333333
250,6,0.1,1,5,0.8,1,1,0.603333333333333
250,3,0.05,0,1,0.4,0.6,0.75,0.6
200,6,0.01,0,3,0.4,0.6,0.75,0.6
250,3,0.1,0,3,0.4,0.6,0.75,0.6
200,6,0.01,0,5,0.4,0.6,0.75,0.6
250,6,0.01,0,5,0.4,0.6,0.75,0.6
150,3,0.05,0,1,0.8,0.6,0.75,0.6
250,3,0.05,0,3,0.8,0.6,0.75,0.6
250,3,0.05,0,5,0.8,0.6,0.75,0.6
250,6,0.01,0,1,0.4,0.8,0.75,0.6
150,6,0.05,0,1,0.4,0.8,0.75,0.6
150,6,0.1,0,1,0.4,0.8,0.75,0.6
200,3,0.05,0,3,0.4,0.8,0.75,0.6
150,3,0.1,0,3,0.4,0.8,0.75,0.6
250,3,0.05,0,5,0.4,0.8,0.75,0.6
150,3,0.1,0,3,0.8,0.8,0.75,0.6
150,6,0.01,0,1,0.4,1,0.75,0.6
150,3,0.05,0,5,0.4,1,0.75,0.6
250,3,0.05,0,5,0.4,1,0.75,0.6
50,6,0.05,0,5,0.4,1,0.75,0.6
150,6,0.05,0,1,0.8,1,0.75,0.6
200,6,0.05,0,1,0.8,1,0.75,0.6
200,3,0.01,0,3,0.8,1,0.75,0.6
250,6,0.01,0,3,0.8,1,0.75,0.6
150,3,0.05,0,3,0.8,1,0.75,0.6
50,3,0.1,0,3,0.8,1,0.75,0.6
250,3,0.1,0,5,0.8,1,0.75,0.6
250,3,0.01,0.25,3,0.4,0.6,0.75,0.6
250,6,0.01,0.25,3,0.4,0.6,0.75,0.6
250,3,0.05,0.25,3,0.4,0.6,0.75,0.6
50,6,0.1,0.25,3,0.4,0.6,0.75,0.6
250,3,0.05,0.25,5,0.4,0.6,0.75,0.6
150,3,0.05,0.25,1,0.8,0.6,0.75,0.6
250,6,0.05,0.25,1,0.8,0.6,0.75,0.6
250,6,0.1,0.25,1,0.8,0.6,0.75,0.6
200,6,0.01,0.25,3,0.8,0.6,0.75,0.6
200,6,0.05,0.25,3,0.8,0.6,0.75,0.6
250,3,0.05,0.25,5,0.8,0.6,0.75,0.6
250,6,0.1,0.25,5,0.8,0.6,0.75,0.6
250,6,0.05,0.25,1,0.4,0.8,0.75,0.6
200,3,0.1,0.25,1,0.4,0.8,0.75,0.6
150,3,0.05,0.25,3,0.4,0.8,0.75,0.6
150,6,0.05,0.25,3,0.8,0.8,0.75,0.6
200,3,0.05,0.25,1,0.4,1,0.75,0.6
200,3,0.01,0.25,3,0.4,1,0.75,0.6
200,3,0.05,0.25,3,0.4,1,0.75,0.6
150,3,0.05,0.25,5,0.4,1,0.75,0.6
200,6,0.05,0.25,5,0.4,1,0.75,0.6
150,3,0.05,0.25,1,0.8,1,0.75,0.6
200,3,0.05,0.25,1,0.8,1,0.75,0.6
200,3,0.01,0.25,3,0.8,1,0.75,0.6
50,3,0.1,0.25,3,0.8,1,0.75,0.6
250,6,0.1,0.25,3,0.8,1,0.75,0.6
250,3,0.1,0.25,5,0.8,1,0.75,0.6
50,3,0.05,1,1,0.4,0.6,0.75,0.6
250,6,0.01,1,3,0.4,0.6,0.75,0.6
150,6,0.05,1,3,0.4,0.6,0.75,0.6
150,6,0.01,1,5,0.4,0.6,0.75,0.6
150,3,0.05,1,5,0.4,0.6,0.75,0.6
250,3,0.05,1,1,0.8,0.6,0.75,0.6
50,6,0.05,1,1,0.8,0.6,0.75,0.6
200,6,0.1,1,5,0.8,0.6,0.75,0.6
200,3,0.01,1,5,0.4,0.8,0.75,0.6
250,6,0.01,1,3,0.8,0.8,0.75,0.6
250,3,0.05,1,5,0.8,0.8,0.75,0.6
250,3,0.05,1,3,0.4,1,0.75,0.6
50,6,0.05,1,3,0.4,1,0.75,0.6
200,3,0.01,1,1,0.8,1,0.75,0.6
150,3,0.05,1,1,0.8,1,0.75,0.6
250,6,0.05,1,1,0.8,1,0.75,0.6
200,3,0.01,1,3,0.8,1,0.75,0.6
200,6,0.01,0,1,0.4,0.6,1,0.6
250,3,0.05,0,1,0.4,0.6,1,0.6
200,6,0.05,0,1,0.4,0.6,1,0.6
250,6,0.05,0,1,0.4,0.6,1,0.6
50,6,0.01,0,3,0.4,0.6,1,0.6
250,6,0.01,0,5,0.4,0.6,1,0.6
50,3,0.05,0,5,0.4,0.6,1,0.6
200,3,0.05,0,5,0.4,0.6,1,0.6
250,3,0.05,0,5,0.4,0.6,1,0.6
250,6,0.05,0,5,0.4,0.6,1,0.6
250,3,0.1,0,1,0.8,0.6,1,0.6
200,3,0.01,0,1,0.4,0.8,1,0.6
150,3,0.05,0,1,0.4,0.8,1,0.6
50,6,0.1,0,3,0.4,0.8,1,0.6
150,6,0.01,0,5,0.4,0.8,1,0.6
150,6,0.01,0,1,0.8,0.8,1,0.6
200,3,0.1,0,1,0.8,0.8,1,0.6
250,6,0.1,0,3,0.8,0.8,1,0.6
250,6,0.05,0,5,0.8,0.8,1,0.6
200,3,0.05,0,1,0.4,1,1,0.6
50,6,0.05,0,1,0.4,1,1,0.6
200,3,0.1,0,5,0.4,1,1,0.6
150,3,0.05,0,1,0.8,1,1,0.6
200,3,0.05,0,1,0.8,1,1,0.6
250,3,0.05,0,1,0.8,1,1,0.6
200,6,0.05,0,1,0.8,1,1,0.6
200,6,0.1,0,1,0.8,1,1,0.6
200,6,0.01,0,5,0.8,1,1,0.6
200,6,0.05,0.25,1,0.4,0.6,1,0.6
150,3,0.1,0.25,1,0.4,0.6,1,0.6
150,3,0.1,0.25,3,0.4,0.6,1,0.6
50,3,0.05,0.25,5,0.4,0.6,1,0.6
200,3,0.05,0.25,5,0.4,0.6,1,0.6
200,6,0.01,0.25,1,0.8,0.6,1,0.6
250,3,0.1,0.25,3,0.8,0.6,1,0.6
250,6,0.1,0.25,5,0.8,0.6,1,0.6
200,3,0.01,0.25,1,0.4,0.8,1,0.6
50,6,0.1,0.25,3,0.4,0.8,1,0.6
150,3,0.1,0.25,1,0.8,0.8,1,0.6
50,6,0.1,0.25,1,0.8,0.8,1,0.6
250,3,0.1,0.25,3,0.8,0.8,1,0.6
250,3,0.1,0.25,5,0.8,0.8,1,0.6
200,3,0.05,0.25,1,0.4,1,1,0.6
200,6,0.01,0.25,3,0.4,1,1,0.6
50,3,0.1,0.25,3,0.4,1,1,0.6
200,3,0.1,0.25,5,0.4,1,1,0.6
200,3,0.05,0.25,1,0.8,1,1,0.6
200,3,0.1,0.25,1,0.8,1,1,0.6
150,3,0.05,0.25,3,0.8,1,1,0.6
200,6,0.01,0.25,5,0.8,1,1,0.6
150,3,0.1,1,3,0.4,0.6,1,0.6
50,6,0.01,1,5,0.4,0.6,1,0.6
50,3,0.05,1,5,0.4,0.6,1,0.6
200,3,0.05,1,5,0.4,0.6,1,0.6
150,3,0.1,1,3,0.8,0.6,1,0.6
250,3,0.05,1,5,0.8,0.6,1,0.6
200,3,0.01,1,1,0.4,0.8,1,0.6
250,6,0.1,1,1,0.4,0.8,1,0.6
150,3,0.01,1,3,0.4,0.8,1,0.6
50,6,0.01,1,5,0.4,0.8,1,0.6
150,3,0.05,1,3,0.8,0.8,1,0.6
250,6,0.05,1,1,0.4,1,1,0.6
50,3,0.1,1,1,0.4,1,1,0.6
200,6,0.01,1,3,0.4,1,1,0.6
250,6,0.01,1,3,0.4,1,1,0.6
150,3,0.1,1,3,0.4,1,1,0.6
50,6,0.05,1,5,0.4,1,1,0.6
50,6,0.1,1,1,0.8,1,1,0.6
200,6,0.1,1,1,0.8,1,1,0.6
150,3,0.05,1,3,0.8,1,1,0.6
250,6,0.01,0,3,0.4,0.6,0.75,0.596666666666667
50,3,0.1,0,3,0.4,0.6,0.75,0.596666666666667
200,3,0.1,0,5,0.4,0.6,0.75,0.596666666666667
200,6,0.01,0,1,0.8,0.6,0.75,0.596666666666667
250,3,0.1,0,1,0.8,0.6,0.75,0.596666666666667
200,3,0.05,0,5,0.8,0.6,0.75,0.596666666666667
250,6,0.05,0,5,0.8,0.6,0.75,0.596666666666667
200,6,0.01,0,1,0.4,0.8,0.75,0.596666666666667
200,3,0.01,0,3,0.4,0.8,0.75,0.596666666666667
250,6,0.01,0,1,0.8,0.8,0.75,0.596666666666667
250,6,0.01,0,3,0.8,0.8,0.75,0.596666666666667
200,3,0.05,0,3,0.8,0.8,0.75,0.596666666666667
250,3,0.05,0,3,0.8,0.8,0.75,0.596666666666667
50,3,0.05,0,5,0.8,0.8,0.75,0.596666666666667
200,3,0.1,0,5,0.8,0.8,0.75,0.596666666666667
50,3,0.05,0,1,0.4,1,0.75,0.596666666666667
250,3,0.05,0,3,0.4,1,0.75,0.596666666666667
50,6,0.05,0,3,0.4,1,0.75,0.596666666666667
50,3,0.1,0,3,0.4,1,0.75,0.596666666666667
150,6,0.1,0,3,0.4,1,0.75,0.596666666666667
250,6,0.1,0,3,0.4,1,0.75,0.596666666666667
150,3,0.01,0,5,0.4,1,0.75,0.596666666666667
250,3,0.01,0,5,0.4,1,0.75,0.596666666666667
150,6,0.01,0,5,0.4,1,0.75,0.596666666666667
250,3,0.01,0,5,0.8,1,0.75,0.596666666666667
50,3,0.1,0,5,0.8,1,0.75,0.596666666666667
50,6,0.05,0.25,3,0.4,0.6,0.75,0.596666666666667
50,3,0.1,0.25,3,0.4,0.6,0.75,0.596666666666667
200,6,0.05,0.25,5,0.4,0.6,0.75,0.596666666666667
200,3,0.1,0.25,5,0.4,0.6,0.75,0.596666666666667
200,6,0.01,0.25,1,0.8,0.6,0.75,0.596666666666667
150,6,0.05,0.25,1,0.8,0.6,0.75,0.596666666666667
200,6,0.05,0.25,1,0.8,0.6,0.75,0.596666666666667
150,6,0.05,0.25,3,0.8,0.6,0.75,0.596666666666667
200,3,0.05,0.25,5,0.8,0.6,0.75,0.596666666666667
250,6,0.05,0.25,5,0.8,0.6,0.75,0.596666666666667
250,6,0.01,0.25,1,0.4,0.8,0.75,0.596666666666667
250,3,0.01,0.25,3,0.4,0.8,0.75,0.596666666666667
200,3,0.05,0.25,3,0.4,0.8,0.75,0.596666666666667
200,6,0.01,0.25,5,0.4,0.8,0.75,0.596666666666667
250,3,0.05,0.25,5,0.4,0.8,0.75,0.596666666666667
150,3,0.1,0.25,1,0.8,0.8,0.75,0.596666666666667
50,3,0.05,0.25,5,0.8,0.8,0.75,0.596666666666667
50,3,0.05,0.25,1,0.4,1,0.75,0.596666666666667
250,3,0.05,0.25,1,0.4,1,0.75,0.596666666666667
150,3,0.01,0.25,5,0.4,1,0.75,0.596666666666667
250,3,0.05,0.25,5,0.4,1,0.75,0.596666666666667
250,6,0.05,0.25,5,0.4,1,0.75,0.596666666666667
200,6,0.01,0.25,1,0.8,1,0.75,0.596666666666667
150,3,0.1,0.25,1,0.8,1,0.75,0.596666666666667
150,3,0.05,0.25,3,0.8,1,0.75,0.596666666666667
250,3,0.01,0.25,5,0.8,1,0.75,0.596666666666667
50,3,0.1,0.25,5,0.8,1,0.75,0.596666666666667
250,6,0.05,1,1,0.4,0.6,0.75,0.596666666666667
200,6,0.01,1,5,0.4,0.6,0.75,0.596666666666667
250,6,0.01,1,1,0.8,0.6,0.75,0.596666666666667
200,3,0.05,1,3,0.8,0.6,0.75,0.596666666666667
150,6,0.01,1,5,0.8,0.6,0.75,0.596666666666667
200,3,0.05,1,5,0.8,0.6,0.75,0.596666666666667
150,6,0.01,1,1,0.4,0.8,0.75,0.596666666666667
250,6,0.1,1,3,0.4,0.8,0.75,0.596666666666667
150,3,0.05,1,5,0.4,0.8,0.75,0.596666666666667
150,3,0.05,1,1,0.8,0.8,0.75,0.596666666666667
200,3,0.05,1,3,0.8,0.8,0.75,0.596666666666667
150,3,0.1,1,3,0.8,0.8,0.75,0.596666666666667
50,6,0.1,1,3,0.8,0.8,0.75,0.596666666666667
50,3,0.05,1,5,0.8,0.8,0.75,0.596666666666667
200,3,0.1,1,5,0.8,0.8,0.75,0.596666666666667
250,6,0.01,1,1,0.4,1,0.75,0.596666666666667
50,3,0.05,1,1,0.4,1,0.75,0.596666666666667
200,3,0.01,1,3,0.4,1,0.75,0.596666666666667
250,6,0.01,1,3,0.4,1,0.75,0.596666666666667
150,3,0.01,1,5,0.4,1,0.75,0.596666666666667
250,3,0.01,1,5,0.4,1,0.75,0.596666666666667
150,6,0.01,1,5,0.4,1,0.75,0.596666666666667
200,3,0.05,1,5,0.4,1,0.75,0.596666666666667
250,3,0.05,1,5,0.4,1,0.75,0.596666666666667
50,6,0.05,1,5,0.4,1,0.75,0.596666666666667
200,6,0.05,1,3,0.8,1,0.75,0.596666666666667
250,3,0.01,1,5,0.8,1,0.75,0.596666666666667
50,3,0.1,1,5,0.8,1,0.75,0.596666666666667
50,6,0.01,0,1,0.4,0.6,1,0.596666666666667
250,6,0.01,0,1,0.4,0.6,1,0.596666666666667
150,6,0.05,0,1,0.4,0.6,1,0.596666666666667
250,3,0.05,0,3,0.4,0.6,1,0.596666666666667
150,3,0.1,0,5,0.4,0.6,1,0.596666666666667
50,3,0.01,0,1,0.8,0.6,1,0.596666666666667
250,6,0.01,0,1,0.8,0.6,1,0.596666666666667
50,3,0.1,0,1,0.8,0.6,1,0.596666666666667
200,3,0.1,0,1,0.8,0.6,1,0.596666666666667
250,3,0.01,0,3,0.8,0.6,1,0.596666666666667
150,6,0.01,0,3,0.8,0.6,1,0.596666666666667
250,6,0.01,0,3,0.8,0.6,1,0.596666666666667
50,3,0.01,0,5,0.8,0.6,1,0.596666666666667
150,6,0.01,0,5,0.8,0.6,1,0.596666666666667
150,3,0.1,0,1,0.4,0.8,1,0.596666666666667
50,3,0.05,0,1,0.8,0.8,1,0.596666666666667
200,6,0.05,0,3,0.4,1,1,0.596666666666667
200,3,0.01,0,5,0.4,1,1,0.596666666666667
250,6,0.01,0,5,0.4,1,1,0.596666666666667
250,6,0.05,0,1,0.8,1,1,0.596666666666667
50,6,0.01,0,3,0.8,1,1,0.596666666666667
150,3,0.05,0,5,0.8,1,1,0.596666666666667
200,3,0.05,0,5,0.8,1,1,0.596666666666667
50,6,0.01,0.25,1,0.4,0.6,1,0.596666666666667
50,6,0.01,0.25,3,0.4,0.6,1,0.596666666666667
150,3,0.1,0.25,5,0.4,0.6,1,0.596666666666667
50,3,0.01,0.25,1,0.8,0.6,1,0.596666666666667
50,3,0.1,0.25,1,0.8,0.6,1,0.596666666666667
250,3,0.01,0.25,3,0.8,0.6,1,0.596666666666667
150,6,0.01,0.25,3,0.8,0.6,1,0.596666666666667
200,6,0.01,0.25,3,0.8,0.6,1,0.596666666666667
250,6,0.01,0.25,3,0.8,0.6,1,0.596666666666667
50,3,0.01,0.25,5,0.8,0.6,1,0.596666666666667
150,6,0.01,0.25,5,0.8,0.6,1,0.596666666666667
200,6,0.01,0.25,5,0.8,0.6,1,0.596666666666667
150,6,0.05,0.25,5,0.8,0.6,1,0.596666666666667
200,6,0.01,0.25,5,0.4,0.8,1,0.596666666666667
250,6,0.01,0.25,5,0.4,0.8,1,0.596666666666667
150,6,0.01,0.25,1,0.8,0.8,1,0.596666666666667
50,3,0.05,0.25,1,0.8,0.8,1,0.596666666666667
200,3,0.01,0.25,5,0.4,1,1,0.596666666666667
150,3,0.1,0.25,1,0.8,1,1,0.596666666666667
250,3,0.1,0.25,1,0.8,1,1,0.596666666666667
150,6,0.1,0.25,1,0.8,1,1,0.596666666666667
200,6,0.1,0.25,1,0.8,1,1,0.596666666666667
250,6,0.05,0.25,3,0.8,1,1,0.596666666666667
150,3,0.05,0.25,5,0.8,1,1,0.596666666666667
200,3,0.05,0.25,5,0.8,1,1,0.596666666666667
200,6,0.01,1,3,0.4,0.6,1,0.596666666666667
150,3,0.05,1,3,0.4,0.6,1,0.596666666666667
250,3,0.05,1,3,0.4,0.6,1,0.596666666666667
50,3,0.01,1,1,0.8,0.6,1,0.596666666666667
250,6,0.01,1,1,0.8,0.6,1,0.596666666666667
50,6,0.1,1,1,0.8,0.6,1,0.596666666666667
250,3,0.01,1,3,0.8,0.6,1,0.596666666666667
150,6,0.01,1,3,0.8,0.6,1,0.596666666666667
50,3,0.01,1,5,0.8,0.6,1,0.596666666666667
200,6,0.01,1,5,0.8,0.6,1,0.596666666666667
150,6,0.05,1,5,0.8,0.6,1,0.596666666666667
250,3,0.1,1,5,0.8,0.6,1,0.596666666666667
250,6,0.1,1,5,0.8,0.6,1,0.596666666666667
50,6,0.01,1,1,0.4,0.8,1,0.596666666666667
150,3,0.1,1,1,0.4,0.8,1,0.596666666666667
150,3,0.05,1,3,0.4,0.8,1,0.596666666666667
50,3,0.05,1,1,0.8,0.8,1,0.596666666666667
50,6,0.05,1,1,0.8,0.8,1,0.596666666666667
150,6,0.05,1,1,0.8,0.8,1,0.596666666666667
200,6,0.05,1,1,0.8,0.8,1,0.596666666666667
200,3,0.1,1,1,0.8,0.8,1,0.596666666666667
200,3,0.01,1,1,0.4,1,1,0.596666666666667
150,6,0.01,1,1,0.4,1,1,0.596666666666667
50,6,0.05,1,1,0.4,1,1,0.596666666666667
50,6,0.01,1,3,0.4,1,1,0.596666666666667
150,6,0.01,1,3,0.4,1,1,0.596666666666667
250,6,0.1,1,3,0.4,1,1,0.596666666666667
200,3,0.01,1,5,0.4,1,1,0.596666666666667
50,6,0.01,1,5,0.4,1,1,0.596666666666667
150,3,0.05,1,1,0.8,1,1,0.596666666666667
200,6,0.05,1,1,0.8,1,1,0.596666666666667
200,3,0.1,1,3,0.8,1,1,0.596666666666667
200,6,0.1,1,5,0.8,1,1,0.596666666666667
150,6,0.05,0,1,0.4,0.6,0.75,0.593333333333333
150,6,0.1,0,1,0.8,0.6,0.75,0.593333333333333
50,6,0.01,0,3,0.4,0.8,0.75,0.593333333333333
150,6,0.01,0,3,0.4,0.8,0.75,0.593333333333333
50,6,0.05,0,3,0.8,0.8,0.75,0.593333333333333
250,3,0.05,0,1,0.4,1,0.75,0.593333333333333
150,3,0.01,0,3,0.4,1,0.75,0.593333333333333
200,3,0.01,0,3,0.4,1,0.75,0.593333333333333
150,3,0.05,0,1,0.8,1,0.75,0.593333333333333
50,6,0.05,0,3,0.8,1,0.75,0.593333333333333
200,6,0.1,0,5,0.8,1,0.75,0.593333333333333
50,6,0.05,0.25,3,0.8,0.8,0.75,0.593333333333333
200,3,0.05,1,5,0.4,0.6,0.75,0.593333333333333
250,3,0.05,1,3,0.8,0.6,0.75,0.593333333333333
50,3,0.1,1,1,0.8,0.8,0.75,0.593333333333333
250,6,0.05,1,3,0.8,0.8,0.75,0.593333333333333
200,3,0.05,1,1,0.4,1,0.75,0.593333333333333
150,3,0.05,0,5,0.4,0.6,1,0.593333333333333
50,6,0.05,0,5,0.4,0.6,1,0.593333333333333
200,3,0.1,0,1,0.4,0.8,1,0.593333333333333
50,6,0.1,0,5,0.8,0.8,1,0.593333333333333
250,6,0.01,0,3,0.4,1,1,0.593333333333333
250,3,0.1,0.25,3,0.4,0.6,1,0.593333333333333
150,3,0.05,0.25,5,0.4,0.6,1,0.593333333333333
150,3,0.1,0.25,1,0.8,0.6,1,0.593333333333333
150,6,0.1,0.25,1,0.8,0.6,1,0.593333333333333
50,6,0.01,0.25,1,0.4,0.8,1,0.593333333333333
250,6,0.1,0.25,3,0.4,0.8,1,0.593333333333333
250,6,0.01,0.25,3,0.4,1,1,0.593333333333333
200,6,0.05,0.25,1,0.8,1,1,0.593333333333333
50,6,0.01,1,3,0.4,0.6,1,0.593333333333333
150,3,0.1,1,1,0.8,0.6,1,0.593333333333333
200,6,0.05,1,5,0.8,0.6,1,0.593333333333333
250,6,0.05,1,5,0.8,0.6,1,0.593333333333333
200,6,0.05,1,1,0.4,0.8,1,0.593333333333333
250,3,0.1,1,3,0.4,0.8,1,0.593333333333333
150,6,0.1,1,1,0.8,0.8,1,0.593333333333333
150,3,0.05,1,1,0.4,1,1,0.593333333333333
250,6,0.01,1,5,0.4,1,1,0.593333333333333
50,3,0.1,1,5,0.4,1,1,0.593333333333333
50,6,0.1,1,5,0.8,1,1,0.593333333333333
150,3,0.1,0,1,0.4,0.6,0.75,0.593333333333333
150,3,0.05,0,5,0.4,0.6,0.75,0.593333333333333
200,6,0.05,0,1,0.4,0.8,0.75,0.593333333333333
250,3,0.01,0,3,0.4,0.8,0.75,0.593333333333333
250,6,0.1,0,5,0.4,0.8,0.75,0.593333333333333
150,3,0.05,0,3,0.8,0.8,0.75,0.593333333333333
50,3,0.05,0,1,0.8,1,0.75,0.593333333333333
200,3,0.05,0.25,1,0.4,0.6,0.75,0.593333333333333
150,3,0.05,0.25,5,0.4,0.6,0.75,0.593333333333333
50,6,0.05,0.25,1,0.8,0.6,0.75,0.593333333333333
150,6,0.01,0.25,3,0.8,0.6,0.75,0.593333333333333
200,3,0.05,0.25,3,0.8,0.6,0.75,0.593333333333333
250,6,0.01,0.25,5,0.8,0.6,0.75,0.593333333333333
200,3,0.01,0.25,3,0.4,0.8,0.75,0.593333333333333
150,6,0.05,0.25,1,0.8,0.8,0.75,0.593333333333333
150,3,0.05,0.25,3,0.8,0.8,0.75,0.593333333333333
200,3,0.05,0.25,3,0.8,0.8,0.75,0.593333333333333
250,3,0.05,0.25,3,0.8,0.8,0.75,0.593333333333333
250,6,0.01,0.25,5,0.8,0.8,0.75,0.593333333333333
150,6,0.01,0.25,1,0.4,1,0.75,0.593333333333333
250,6,0.01,0.25,3,0.4,1,0.75,0.593333333333333
250,3,0.01,0.25,5,0.4,1,0.75,0.593333333333333
250,6,0.01,0.25,5,0.4,1,0.75,0.593333333333333
50,3,0.05,0.25,1,0.8,1,0.75,0.593333333333333
250,6,0.01,1,5,0.4,0.6,0.75,0.593333333333333
150,6,0.01,1,1,0.8,0.6,0.75,0.593333333333333
200,3,0.05,1,1,0.8,0.6,0.75,0.593333333333333
250,6,0.01,1,5,0.8,0.6,0.75,0.593333333333333
250,6,0.1,1,5,0.8,0.6,0.75,0.593333333333333
200,3,0.01,1,3,0.4,0.8,0.75,0.593333333333333
250,3,0.01,1,3,0.4,0.8,0.75,0.593333333333333
200,6,0.01,1,3,0.4,0.8,0.75,0.593333333333333
250,6,0.1,1,5,0.4,0.8,0.75,0.593333333333333
200,3,0.05,1,1,0.8,0.8,0.75,0.593333333333333
250,3,0.05,1,3,0.8,0.8,0.75,0.593333333333333
150,3,0.1,1,5,0.8,0.8,0.75,0.593333333333333
50,3,0.05,1,1,0.8,1,0.75,0.593333333333333
150,6,0.05,1,3,0.8,1,0.75,0.593333333333333
250,6,0.05,1,3,0.8,1,0.75,0.593333333333333
150,6,0.1,1,3,0.8,1,0.75,0.593333333333333
